# LTR_retriever Module 1 Filter Results
# Column descriptions:
# Sequence_ID: 序列标识符
# Total_Length: 完整序列长度
# Internal_Length: Internal region长度
# LTR5_Length: 5' LTR长度
# LTR3_Length: 3' LTR长度
# LTR_Internal_Ratio: LTR与internal region的长度比
# Internal_Check: Internal region长度检查结果
# Ratio_Check: LTR:internal比率检查结果
# Gap_Check: Gap检查结果
# Max_Gap_Length: 最大连续Gap长度
# TRF_Check: TRF检查结果
# Tandem_Repeats: 符合过滤条件的串联重复数量
# Filter_Status: 最终过滤状态 (PASS/FILTER)
# Filter_Reason: 过滤原因
#
Sequence_ID	Total_Length	Internal_Length	LTR5_Length	LTR3_Length	LTR_Internal_Ratio	Internal_Check	Ratio_Check	Gap_Check	Max_Gap_Length	TRF_Check	Tandem_Repeats	Filter_Status	Filter_Reason
LTR_257	8799	6654	1073	1073	0.161	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_258	2222	1229	497	497	0.404	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_259	5799	5341	229	230	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_260	14864	13198	833	834	0.063	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_261	3350	2828	262	261	0.092	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_262	2794	2513	141	141	0.056	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_263	4443	3549	445	450	0.126	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_264	14861	13980	441	441	0.032	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.032) < minimum (0.05)
LTR_265	6095	5086	505	505	0.099	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_266	11325	11031	149	146	0.013	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.013) < minimum (0.05)
LTR_267	7537	7281	130	127	0.018	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.018) < minimum (0.05)
LTR_268	2125	1505	315	306	0.206	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_269	4077	3564	261	253	0.072	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_270	8669	8377	147	146	0.017	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.017) < minimum (0.05)
LTR_271	1618	388	619	612	1.586	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_272	12500	11977	259	265	0.022	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.022) < minimum (0.05)
LTR_273	2117	1897	109	112	0.058	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_274	1313	1104	105	105	0.095	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_275	6197	5973	113	112	0.019	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.019) < minimum (0.05)
LTR_276	4247	3072	590	586	0.191	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_277	8904	8189	352	364	0.044	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.044) < minimum (0.05)
LTR_278	12871	10704	1084	1084	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_279	6781	6372	203	207	0.032	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.032) < minimum (0.05)
LTR_280	1567	1328	119	121	0.090	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_281	11015	10511	255	250	0.024	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.024) < minimum (0.05)
LTR_282	5473	3834	826	814	0.214	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_283	5417	3218	1100	1100	0.342	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_284	3088	2507	292	290	0.116	PASS	PASS	PASS	0	FAIL	4	FILTER	Contains 4 tandem repeats (align_len>=50bp, period<=500bp)
LTR_285	4092	3174	457	462	0.145	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_286	12801	6464	3165	3173	0.490	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_287	5203	4324	440	440	0.102	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_288	12976	10731	1127	1119	0.105	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_289	4435	2794	828	814	0.294	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_290	1917	1264	326	328	0.259	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_291	2679	2000	336	344	0.170	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_292	8394	7384	506	505	0.068	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_293	6391	4457	967	968	0.217	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_294	9799	9196	302	302	0.033	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.033) < minimum (0.05)
LTR_295	5944	5511	222	212	0.039	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.039) < minimum (0.05)
LTR_296	1909	1356	279	275	0.204	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_297	7598	7001	302	296	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_298	12846	10631	1110	1106	0.104	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_299	5737	4947	395	396	0.080	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_300	4365	3681	342	343	0.093	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_301	5529	5211	160	159	0.031	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.031) < minimum (0.05)
LTR_302	10188	6294	1948	1947	0.309	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_303	1794	1204	294	297	0.245	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_304	4404	2859	772	774	0.270	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_305	12939	10419	1258	1263	0.121	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_306	12497	10491	1002	1005	0.096	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_307	1417	1034	193	191	0.186	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_308	6435	5435	496	505	0.092	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_309	6114	5395	358	362	0.067	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_310	14564	12560	1000	1005	0.080	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_311	10834	8863	986	986	0.111	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_312	8226	7345	441	441	0.060	PASS	PASS	PASS	0	FAIL	3	FILTER	Contains 3 tandem repeats (align_len>=50bp, period<=500bp)
LTR_313	1938	246	845	848	3.441	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_314	7437	7106	164	168	0.023	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.023) < minimum (0.05)
LTR_315	10823	7009	1907	1908	0.272	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_316	8054	7672	194	189	0.025	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.025) < minimum (0.05)
LTR_317	13046	7173	2932	2942	0.409	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_318	12576	10528	1026	1023	0.097	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_319	1866	1654	105	108	0.064	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_320	12998	12762	117	120	0.009	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.009) < minimum (0.05)
LTR_321	11286	10399	447	441	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_322	1852	1487	182	184	0.123	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_323	1371	948	216	208	0.224	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_324	6794	5902	446	447	0.076	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_325	11607	10197	704	707	0.069	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_326	3396	2611	395	391	0.151	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_327	6019	5791	113	116	0.020	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.020) < minimum (0.05)
LTR_328	8809	7680	568	562	0.074	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_329	4255	2839	709	708	0.250	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_330	7430	6548	441	442	0.067	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_331	9388	9134	132	123	0.014	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.014) < minimum (0.05)
LTR_332	3817	3038	390	390	0.128	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_333	11884	9984	948	953	0.095	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_334	9336	8612	367	358	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_335	6714	5873	426	416	0.072	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_336	6163	5081	535	548	0.107	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_337	3279	2913	182	185	0.063	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_338	10825	10598	111	117	0.011	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.011) < minimum (0.05)
LTR_339	3338	2949	193	197	0.066	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_340	5221	4811	208	203	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_341	3264	2379	443	443	0.186	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_342	10800	6959	1920	1922	0.276	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_343	15205	14710	250	246	0.017	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.017) < minimum (0.05)
LTR_344	11617	2833	4395	4390	1.550	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_345	12855	12614	124	118	0.010	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.010) < minimum (0.05)
LTR_346	12905	10716	1095	1095	0.102	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_347	1725	1357	187	182	0.136	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_348	7096	6515	297	285	0.045	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.045) < minimum (0.05)
LTR_349	6125	5286	420	420	0.079	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_350	1885	1252	314	320	0.253	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_351	10578	4240	3168	3171	0.748	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_352	5105	4445	330	331	0.074	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_353	12083	5761	3161	3162	0.549	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_354	6186	4446	878	863	0.196	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_355	11231	10066	580	586	0.058	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_356	12352	7719	2319	2315	0.300	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_357	8376	6450	962	965	0.149	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_358	7543	1439	3053	3052	2.121	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_359	13490	11874	811	806	0.068	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_360	15125	13426	855	845	0.063	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_361	6786	5910	440	437	0.074	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_362	2956	2726	115	116	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_363	11996	11473	263	261	0.023	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.023) < minimum (0.05)
LTR_364	2385	1618	384	384	0.237	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_365	14895	13774	563	559	0.041	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.041) < minimum (0.05)
LTR_366	5126	4923	100	104	0.021	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.021) < minimum (0.05)
LTR_367	2255	1039	610	607	0.586	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_368	14321	14090	116	116	0.008	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.008) < minimum (0.05)
LTR_369	10142	9787	178	178	0.018	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.018) < minimum (0.05)
LTR_370	10517	9628	441	449	0.046	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.046) < minimum (0.05)
LTR_371	4883	4412	231	241	0.053	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_372	4110	2665	723	723	0.271	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_373	10259	4969	2643	2648	0.532	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_374	7893	7558	169	167	0.022	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.022) < minimum (0.05)
LTR_375	12765	12218	272	276	0.022	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.022) < minimum (0.05)
LTR_376	3966	3700	132	135	0.036	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.036) < minimum (0.05)
LTR_377	1359	959	203	198	0.209	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_378	12871	10712	1080	1080	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_379	2484	71	1203	1211	17.000	FAIL	PASS	PASS	0	PASS	0	FILTER	Internal length (71) < minimum (100)
LTR_380	7560	6270	642	649	0.103	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_381	10753	9959	398	397	0.040	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.040) < minimum (0.05)
LTR_382	14069	13659	203	208	0.015	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.015) < minimum (0.05)
LTR_383	1569	1307	129	134	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_384	5664	4874	392	399	0.081	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_385	9370	9076	145	150	0.016	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.016) < minimum (0.05)
LTR_386	3252	1409	921	923	0.654	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_387	3999	3767	116	117	0.031	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.031) < minimum (0.05)
LTR_388	13272	12905	184	184	0.014	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.014) < minimum (0.05)
LTR_389	8545	7892	332	322	0.041	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.041) < minimum (0.05)
LTR_390	15100	11250	1925	1926	0.171	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_391	15035	13246	898	892	0.068	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_392	7907	7025	436	447	0.063	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_393	11822	6039	2891	2893	0.479	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_394	8042	7156	445	442	0.062	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_395	6437	5990	224	224	0.037	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.037) < minimum (0.05)
LTR_396	9964	9307	329	329	0.035	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.035) < minimum (0.05)
LTR_397	6275	4713	779	784	0.166	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_398	1634	1387	127	121	0.089	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_399	12778	10317	1230	1232	0.119	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_400	2731	2488	120	124	0.049	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.049) < minimum (0.05)
LTR_401	2007	1436	288	284	0.199	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_402	1463	870	294	300	0.341	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_403	4044	1745	1148	1152	0.659	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_404	10916	5953	2483	2481	0.417	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_405	6260	4709	777	775	0.165	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_406	2817	2498	159	161	0.064	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_407	4170	3089	541	541	0.175	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_408	8090	7198	446	447	0.062	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_409	6450	5342	554	555	0.104	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_410	4779	3495	639	646	0.184	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_411	4277	3989	142	147	0.036	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.036) < minimum (0.05)
LTR_412	9696	9408	150	139	0.015	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.015) < minimum (0.05)
LTR_413	11939	5939	3002	2999	0.505	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_414	6957	5538	710	710	0.128	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_415	4966	3505	730	732	0.209	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_416	2855	2584	133	139	0.053	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_417	12746	10510	1118	1119	0.106	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_418	11096	9390	856	851	0.091	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_419	3528	2515	506	508	0.202	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_420	12465	6253	3106	3107	0.497	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_421	1340	861	239	241	0.279	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_422	8747	8343	203	202	0.024	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.024) < minimum (0.05)
LTR_423	9032	4314	2355	2364	0.547	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_424	1583	1374	103	107	0.076	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_425	4076	3137	470	470	0.150	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_426	3827	3358	237	233	0.070	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_427	3362	2944	208	211	0.071	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_428	2302	1481	411	411	0.278	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_429	5110	4863	123	125	0.025	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.025) < minimum (0.05)
LTR_430	5327	4383	469	476	0.108	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_431	13551	13066	236	250	0.019	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.019) < minimum (0.05)
LTR_432	12391	11968	216	208	0.018	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.018) < minimum (0.05)
LTR_433	12517	10339	1085	1094	0.105	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_434	6126	4735	693	699	0.147	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_435	11615	5371	3119	3126	0.581	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_436	13003	10044	1474	1486	0.147	PASS	PASS	PASS	0	FAIL	6	FILTER	Contains 6 tandem repeats (align_len>=50bp, period<=500bp)
LTR_437	11559	9091	1235	1234	0.136	PASS	PASS	PASS	0	FAIL	16	FILTER	Contains 16 tandem repeats (align_len>=50bp, period<=500bp)
LTR_438	6758	6109	325	325	0.053	PASS	PASS	PASS	0	FAIL	4	FILTER	Contains 4 tandem repeats (align_len>=50bp, period<=500bp)
LTR_439	3832	3285	274	274	0.083	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_440	3918	3075	418	426	0.137	PASS	PASS	PASS	0	FAIL	3	FILTER	Contains 3 tandem repeats (align_len>=50bp, period<=500bp)
LTR_441	3270	1407	932	932	0.662	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_442	9817	9103	356	359	0.039	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.039) < minimum (0.05)
LTR_443	4404	2816	793	796	0.282	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_444	5735	5314	217	205	0.040	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.040) < minimum (0.05)
LTR_445	6329	4216	1060	1054	0.251	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_446	9906	7757	1079	1071	0.139	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_447	6017	4326	840	852	0.196	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_448	2028	1691	166	172	0.100	PASS	PASS	PASS	0	FAIL	3	FILTER	Contains 3 tandem repeats (align_len>=50bp, period<=500bp)
LTR_449	4276	3289	494	494	0.150	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_450	11138	9558	792	789	0.083	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_451	8805	6352	1224	1230	0.193	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_452	6765	6195	285	286	0.046	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.046) < minimum (0.05)
LTR_453	1742	862	441	440	0.511	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_454	7666	6727	469	471	0.070	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_455	6108	4525	789	795	0.175	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_456	11301	10429	435	438	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_457	7247	7007	122	119	0.017	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.017) < minimum (0.05)
LTR_458	6258	4709	774	776	0.165	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_459	7403	5828	788	788	0.135	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_460	10172	6878	1644	1651	0.240	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_461	8439	7580	436	424	0.057	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_462	5527	5286	121	121	0.023	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.023) < minimum (0.05)
LTR_463	5628	5217	202	210	0.039	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.039) < minimum (0.05)
LTR_464	11623	9646	987	991	0.103	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_465	3237	2430	399	409	0.166	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_466	13924	12843	540	542	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_467	1462	1210	127	126	0.105	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_468	5208	4334	437	438	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_469	9013	8305	351	358	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_470	6439	4498	971	971	0.216	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_471	7717	5883	915	920	0.156	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_472	11615	5379	3120	3117	0.580	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_473	5881	5230	328	324	0.062	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_474	3219	2065	581	574	0.280	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_475	10272	9819	227	227	0.023	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.023) < minimum (0.05)
LTR_476	7303	6444	433	427	0.067	PASS	PASS	PASS	0	FAIL	5	FILTER	Contains 5 tandem repeats (align_len>=50bp, period<=500bp)
LTR_477	12905	12642	132	132	0.010	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.010) < minimum (0.05)
LTR_478	2597	2321	136	141	0.060	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_479	6217	5742	238	238	0.041	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.041) < minimum (0.05)
LTR_480	10368	9053	651	665	0.073	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_481	8573	7895	341	338	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_482	7503	7294	105	105	0.014	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.014) < minimum (0.05)
LTR_483	5017	4736	135	147	0.030	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.030) < minimum (0.05)
LTR_484	9054	8793	132	130	0.015	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.015) < minimum (0.05)
LTR_485	5030	4711	162	158	0.034	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.034) < minimum (0.05)
LTR_486	6833	6262	284	288	0.046	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.046) < minimum (0.05)
LTR_487	3520	3133	197	191	0.062	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_488	10800	7221	1780	1800	0.248	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_489	11410	5353	3029	3029	0.566	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_490	1477	981	249	248	0.253	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_491	10906	2831	4036	4040	1.426	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_492	1553	571	494	489	0.861	PASS	PASS	PASS	0	FAIL	3	FILTER	Contains 3 tandem repeats (align_len>=50bp, period<=500bp)
LTR_493	9399	3035	3186	3179	1.049	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_494	4081	3785	147	150	0.039	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.039) < minimum (0.05)
LTR_495	13333	11033	1152	1149	0.104	PASS	PASS	PASS	0	PASS	0	PASS	NA
